community_code,year,crime_type,crime_count,population,occupied_dwellings,persons_per_unit,sector,comm_structure,crime_rate_per_1000
MANCHESTER INDUSTRIAL,2020,Break & Enter - Commercial,110,,,,,,
MANCHESTER INDUSTRIAL,2020,Break & Enter - Dwelling,1,,,,,,
MANCHESTER INDUSTRIAL,2020,Break & Enter - Other Premises,1,,,,,,
MANCHESTER INDUSTRIAL,2020,Commercial Robbery,3,,,,,,
MANCHESTER INDUSTRIAL,2020,Street Robbery,5,,,,,,
MANCHESTER INDUSTRIAL,2020,Theft FROM Vehicle,140,,,,,,
MANCHESTER INDUSTRIAL,2020,Theft OF Vehicle,63,,,,,,
MANCHESTER INDUSTRIAL,2020,Violence  'Other' (Non-domestic),16,,,,,,
MANCHESTER INDUSTRIAL,2021,Assault (Non-domestic),60,,,,,,
MANCHESTER INDUSTRIAL,2021,Break & Enter - Commercial,101,,,,,,
MANCHESTER INDUSTRIAL,2021,Break & Enter - Dwelling,2,,,,,,
MANCHESTER INDUSTRIAL,2021,Break & Enter - Other Premises,2,,,,,,
MANCHESTER INDUSTRIAL,2021,Commercial Robbery,7,,,,,,
MANCHESTER INDUSTRIAL,2021,Street Robbery,14,,,,,,
MANCHESTER INDUSTRIAL,2021,Theft FROM Vehicle,107,,,,,,
MANCHESTER INDUSTRIAL,2021,Theft OF Vehicle,44,,,,,,
MANCHESTER INDUSTRIAL,2021,Violence  'Other' (Non-domestic),15,,,,,,
MANCHESTER INDUSTRIAL,2022,Assault (Non-domestic),61,,,,,,
MANCHESTER INDUSTRIAL,2022,Break & Enter - Commercial,94,,,,,,
MANCHESTER INDUSTRIAL,2022,Break & Enter - Dwelling,1,,,,,,
MANCHESTER INDUSTRIAL,2022,Break & Enter - Other Premises,3,,,,,,
MANCHESTER INDUSTRIAL,2022,Commercial Robbery,5,,,,,,
MANCHESTER INDUSTRIAL,2022,Street Robbery,6,,,,,,
MANCHESTER INDUSTRIAL,2022,Theft FROM Vehicle,126,,,,,,
MANCHESTER INDUSTRIAL,2022,Theft OF Vehicle,82,,,,,,
MANCHESTER INDUSTRIAL,2022,Violence  'Other' (Non-domestic),12,,,,,,
MANCHESTER INDUSTRIAL,2023,Assault (Non-domestic),59,,,,,,
MANCHESTER INDUSTRIAL,2023,Break & Enter - Commercial,96,,,,,,
MANCHESTER INDUSTRIAL,2023,Break & Enter - Dwelling,1,,,,,,
MANCHESTER INDUSTRIAL,2023,Break & Enter - Other Premises,2,,,,,,
MANCHESTER INDUSTRIAL,2023,Commercial Robbery,6,,,,,,
MANCHESTER INDUSTRIAL,2023,Street Robbery,13,,,,,,
MANCHESTER INDUSTRIAL,2023,Theft FROM Vehicle,93,,,,,,
MANCHESTER INDUSTRIAL,2023,Theft OF Vehicle,63,,,,,,
MANCHESTER INDUSTRIAL,2023,Violence  'Other' (Non-domestic),10,,,,,,
MANCHESTER INDUSTRIAL,2024,Assault (Non-domestic),54,,,,,,
MANCHESTER INDUSTRIAL,2024,Break & Enter - Commercial,62,,,,,,
MANCHESTER INDUSTRIAL,2024,Break & Enter - Dwelling,1,,,,,,
MANCHESTER INDUSTRIAL,2024,Break & Enter - Other Premises,3,,,,,,
MANCHESTER INDUSTRIAL,2024,Commercial Robbery,13,,,,,,
MANCHESTER INDUSTRIAL,2024,Street Robbery,11,,,,,,
MANCHESTER INDUSTRIAL,2024,Theft FROM Vehicle,53,,,,,,
MANCHESTER INDUSTRIAL,2024,Theft OF Vehicle,53,,,,,,
MANCHESTER INDUSTRIAL,2024,Violence  'Other' (Non-domestic),15,,,,,,
MAPLE RIDGE,2018,Assault (Non-domestic),4,,,,,,
MAPLE RIDGE,2018,Break & Enter - Commercial,5,,,,,,
MAPLE RIDGE,2018,Break & Enter - Dwelling,3,,,,,,
MAPLE RIDGE,2018,Break & Enter - Other Premises,6,,,,,,
MAPLE RIDGE,2018,Theft FROM Vehicle,31,,,,,,
MAPLE RIDGE,2018,Theft OF Vehicle,9,,,,,,
MAPLE RIDGE,2019,Assault (Non-domestic),2,,,,,,
MAPLE RIDGE,2019,Break & Enter - Commercial,10,,,,,,
MAPLE RIDGE,2019,Break & Enter - Dwelling,3,,,,,,
MAPLE RIDGE,2019,Break & Enter - Other Premises,8,,,,,,
MAPLE RIDGE,2019,Theft FROM Vehicle,24,,,,,,
MAPLE RIDGE,2019,Theft OF Vehicle,10,,,,,,
MAPLE RIDGE,2019,Violence  'Other' (Non-domestic),5,,,,,,
MAPLE RIDGE,2020,Assault (Non-domestic),3,,,,,,
MAPLE RIDGE,2020,Break & Enter - Commercial,3,,,,,,
MAPLE RIDGE,2020,Break & Enter - Dwelling,1,,,,,,
MAPLE RIDGE,2020,Break & Enter - Other Premises,6,,,,,,
MAPLE RIDGE,2020,Theft FROM Vehicle,10,,,,,,
MAPLE RIDGE,2020,Theft OF Vehicle,4,,,,,,
MAPLE RIDGE,2020,Violence  'Other' (Non-domestic),2,,,,,,
MAPLE RIDGE,2021,Assault (Non-domestic),2,,,,,,
MAPLE RIDGE,2021,Break & Enter - Commercial,2,,,,,,
MAPLE RIDGE,2021,Break & Enter - Other Premises,1,,,,,,
MAPLE RIDGE,2021,Theft FROM Vehicle,18,,,,,,
MAPLE RIDGE,2021,Theft OF Vehicle,1,,,,,,
MAPLE RIDGE,2021,Violence  'Other' (Non-domestic),1,,,,,,
MAPLE RIDGE,2022,Assault (Non-domestic),1,,,,,,
MAPLE RIDGE,2022,Break & Enter - Commercial,1,,,,,,
MAPLE RIDGE,2022,Break & Enter - Other Premises,4,,,,,,
MAPLE RIDGE,2022,Theft FROM Vehicle,10,,,,,,
MAPLE RIDGE,2022,Theft OF Vehicle,1,,,,,,
MAPLE RIDGE,2023,Break & Enter - Commercial,4,,,,,,
MAPLE RIDGE,2023,Break & Enter - Dwelling,2,,,,,,
MAPLE RIDGE,2023,Break & Enter - Other Premises,5,,,,,,
MAPLE RIDGE,2023,Theft FROM Vehicle,9,,,,,,
MAPLE RIDGE,2023,Theft OF Vehicle,3,,,,,,
MAPLE RIDGE,2023,Violence  'Other' (Non-domestic),1,,,,,,
MAPLE RIDGE,2024,Assault (Non-domestic),7,,,,,,
MAPLE RIDGE,2024,Break & Enter - Commercial,2,,,,,,
MAPLE RIDGE,2024,Break & Enter - Dwelling,1,,,,,,
MAPLE RIDGE,2024,Break & Enter - Other Premises,2,,,,,,
MAPLE RIDGE,2024,Theft FROM Vehicle,3,,,,,,
MAPLE RIDGE,2024,Theft OF Vehicle,3,,,,,,
MAPLE RIDGE,2024,Violence  'Other' (Non-domestic),2,,,,,,
MARLBOROUGH,2018,Assault (Non-domestic),63,,,,,,
MARLBOROUGH,2018,Break & Enter - Commercial,26,,,,,,
MARLBOROUGH,2018,Break & Enter - Dwelling,16,,,,,,
MARLBOROUGH,2018,Break & Enter - Other Premises,43,,,,,,
MARLBOROUGH,2018,Commercial Robbery,5,,,,,,
MARLBOROUGH,2018,Street Robbery,19,,,,,,
MARLBOROUGH,2018,Theft FROM Vehicle,133,,,,,,
MARLBOROUGH,2018,Theft OF Vehicle,101,,,,,,
MARLBOROUGH,2018,Violence  'Other' (Non-domestic),23,,,,,,
MARLBOROUGH,2019,Assault (Non-domestic),72,,,,,,
MARLBOROUGH,2019,Break & Enter - Commercial,16,,,,,,
MARLBOROUGH,2019,Break & Enter - Dwelling,11,,,,,,
MARLBOROUGH,2019,Break & Enter - Other Premises,21,,,,,,
MARLBOROUGH,2019,Commercial Robbery,12,,,,,,
MARLBOROUGH,2019,Street Robbery,15,,,,,,
MARLBOROUGH,2019,Theft FROM Vehicle,114,,,,,,
MARLBOROUGH,2019,Theft OF Vehicle,92,,,,,,
MARLBOROUGH,2019,Violence  'Other' (Non-domestic),24,,,,,,
MARLBOROUGH,2020,Assault (Non-domestic),59,,,,,,
MARLBOROUGH,2020,Break & Enter - Commercial,18,,,,,,
MARLBOROUGH,2020,Break & Enter - Dwelling,18,,,,,,
MARLBOROUGH,2020,Break & Enter - Other Premises,17,,,,,,
MARLBOROUGH,2020,Commercial Robbery,6,,,,,,
MARLBOROUGH,2020,Street Robbery,10,,,,,,
MARLBOROUGH,2020,Theft FROM Vehicle,77,,,,,,
MARLBOROUGH,2020,Theft OF Vehicle,56,,,,,,
MARLBOROUGH,2020,Violence  'Other' (Non-domestic),19,,,,,,
MARLBOROUGH,2021,Assault (Non-domestic),64,,,,,,
MARLBOROUGH,2021,Break & Enter - Commercial,8,,,,,,
MARLBOROUGH,2021,Break & Enter - Dwelling,10,,,,,,
MARLBOROUGH,2021,Break & Enter - Other Premises,24,,,,,,
MARLBOROUGH,2021,Commercial Robbery,5,,,,,,
MARLBOROUGH,2021,Street Robbery,13,,,,,,
MARLBOROUGH,2021,Theft FROM Vehicle,81,,,,,,
MARLBOROUGH,2021,Theft OF Vehicle,56,,,,,,
MARLBOROUGH,2021,Violence  'Other' (Non-domestic),21,,,,,,
MARLBOROUGH,2022,Assault (Non-domestic),109,,,,,,
MARLBOROUGH,2022,Break & Enter - Commercial,18,,,,,,
MARLBOROUGH,2022,Break & Enter - Dwelling,18,,,,,,
MARLBOROUGH,2022,Break & Enter - Other Premises,37,,,,,,
MARLBOROUGH,2022,Commercial Robbery,8,,,,,,
MARLBOROUGH,2022,Street Robbery,15,,,,,,
MARLBOROUGH,2022,Theft FROM Vehicle,138,,,,,,
MARLBOROUGH,2022,Theft OF Vehicle,86,,,,,,
MARLBOROUGH,2022,Violence  'Other' (Non-domestic),17,,,,,,
MARLBOROUGH,2023,Assault (Non-domestic),97,,,,,,
MARLBOROUGH,2023,Break & Enter - Commercial,20,,,,,,
MARLBOROUGH,2023,Break & Enter - Dwelling,27,,,,,,
MARLBOROUGH,2023,Break & Enter - Other Premises,31,,,,,,
MARLBOROUGH,2023,Commercial Robbery,4,,,,,,
MARLBOROUGH,2023,Street Robbery,42,,,,,,
MARLBOROUGH,2023,Theft FROM Vehicle,90,,,,,,
MARLBOROUGH,2023,Theft OF Vehicle,69,,,,,,
MARLBOROUGH,2023,Violence  'Other' (Non-domestic),30,,,,,,
MARLBOROUGH,2024,Assault (Non-domestic),92,,,,,,
MARLBOROUGH,2024,Break & Enter - Commercial,8,,,,,,
MARLBOROUGH,2024,Break & Enter - Dwelling,21,,,,,,
MARLBOROUGH,2024,Break & Enter - Other Premises,16,,,,,,
MARLBOROUGH,2024,Commercial Robbery,8,,,,,,
MARLBOROUGH,2024,Street Robbery,36,,,,,,
MARLBOROUGH,2024,Theft FROM Vehicle,55,,,,,,
MARLBOROUGH,2024,Theft OF Vehicle,51,,,,,,
MARLBOROUGH,2024,Violence  'Other' (Non-domestic),22,,,,,,
MARLBOROUGH PARK,2018,Assault (Non-domestic),57,,,,,,
MARLBOROUGH PARK,2018,Break & Enter - Commercial,17,,,,,,
MARLBOROUGH PARK,2018,Break & Enter - Dwelling,8,,,,,,
MARLBOROUGH PARK,2018,Break & Enter - Other Premises,29,,,,,,
MARLBOROUGH PARK,2018,Commercial Robbery,3,,,,,,
MARLBOROUGH PARK,2018,Street Robbery,7,,,,,,
MARLBOROUGH PARK,2018,Theft FROM Vehicle,84,,,,,,
MARLBOROUGH PARK,2018,Theft OF Vehicle,75,,,,,,
MARLBOROUGH PARK,2018,Violence  'Other' (Non-domestic),23,,,,,,
MARLBOROUGH PARK,2019,Assault (Non-domestic),32,,,,,,
MARLBOROUGH PARK,2019,Break & Enter - Commercial,10,,,,,,
MARLBOROUGH PARK,2019,Break & Enter - Dwelling,21,,,,,,
MARLBOROUGH PARK,2019,Break & Enter - Other Premises,15,,,,,,
MARLBOROUGH PARK,2019,Commercial Robbery,7,,,,,,
MARLBOROUGH PARK,2019,Street Robbery,8,,,,,,
MARLBOROUGH PARK,2019,Theft FROM Vehicle,93,,,,,,
MARLBOROUGH PARK,2019,Theft OF Vehicle,83,,,,,,
MARLBOROUGH PARK,2019,Violence  'Other' (Non-domestic),21,,,,,,
MARLBOROUGH PARK,2020,Assault (Non-domestic),22,,,,,,
MARLBOROUGH PARK,2020,Break & Enter - Commercial,9,,,,,,
MARLBOROUGH PARK,2020,Break & Enter - Dwelling,16,,,,,,
MARLBOROUGH PARK,2020,Break & Enter - Other Premises,19,,,,,,
MARLBOROUGH PARK,2020,Commercial Robbery,3,,,,,,
MARLBOROUGH PARK,2020,Street Robbery,5,,,,,,
MARLBOROUGH PARK,2020,Theft FROM Vehicle,113,,,,,,
MARLBOROUGH PARK,2020,Theft OF Vehicle,55,,,,,,
MARLBOROUGH PARK,2020,Violence  'Other' (Non-domestic),12,,,,,,
MARLBOROUGH PARK,2021,Assault (Non-domestic),34,,,,,,
MARLBOROUGH PARK,2021,Break & Enter - Commercial,7,,,,,,
MARLBOROUGH PARK,2021,Break & Enter - Dwelling,3,,,,,,
MARLBOROUGH PARK,2021,Break & Enter - Other Premises,19,,,,,,
MARLBOROUGH PARK,2021,Commercial Robbery,3,,,,,,
MARLBOROUGH PARK,2021,Street Robbery,9,,,,,,
MARLBOROUGH PARK,2021,Theft FROM Vehicle,69,,,,,,
MARLBOROUGH PARK,2021,Theft OF Vehicle,37,,,,,,
MARLBOROUGH PARK,2021,Violence  'Other' (Non-domestic),11,,,,,,
MARLBOROUGH PARK,2022,Assault (Non-domestic),26,,,,,,
MARLBOROUGH PARK,2022,Break & Enter - Commercial,8,,,,,,
MARLBOROUGH PARK,2022,Break & Enter - Dwelling,8,,,,,,
MARLBOROUGH PARK,2022,Break & Enter - Other Premises,21,,,,,,
MARLBOROUGH PARK,2022,Commercial Robbery,3,,,,,,
MARLBOROUGH PARK,2022,Street Robbery,5,,,,,,
MARLBOROUGH PARK,2022,Theft FROM Vehicle,94,,,,,,
MARLBOROUGH PARK,2022,Theft OF Vehicle,55,,,,,,
MARLBOROUGH PARK,2022,Violence  'Other' (Non-domestic),8,,,,,,
MARLBOROUGH PARK,2023,Assault (Non-domestic),29,,,,,,
MARLBOROUGH PARK,2023,Break & Enter - Commercial,9,,,,,,
MARLBOROUGH PARK,2023,Break & Enter - Dwelling,5,,,,,,
MARLBOROUGH PARK,2023,Break & Enter - Other Premises,7,,,,,,
MARLBOROUGH PARK,2023,Commercial Robbery,5,,,,,,
MARLBOROUGH PARK,2023,Street Robbery,5,,,,,,
MARLBOROUGH PARK,2023,Theft FROM Vehicle,54,,,,,,
MARLBOROUGH PARK,2023,Theft OF Vehicle,40,,,,,,
MARLBOROUGH PARK,2023,Violence  'Other' (Non-domestic),13,,,,,,
MARLBOROUGH PARK,2024,Assault (Non-domestic),29,,,,,,
MARLBOROUGH PARK,2024,Break & Enter - Commercial,6,,,,,,
MARLBOROUGH PARK,2024,Break & Enter - Dwelling,7,,,,,,
MARLBOROUGH PARK,2024,Break & Enter - Other Premises,9,,,,,,
MARLBOROUGH PARK,2024,Commercial Robbery,3,,,,,,
MARLBOROUGH PARK,2024,Street Robbery,4,,,,,,
MARLBOROUGH PARK,2024,Theft FROM Vehicle,33,,,,,,
MARLBOROUGH PARK,2024,Theft OF Vehicle,45,,,,,,
MARLBOROUGH PARK,2024,Violence  'Other' (Non-domestic),14,,,,,,
MARTINDALE,2018,Assault (Non-domestic),37,,,,,,
MARTINDALE,2018,Break & Enter - Commercial,11,,,,,,
MARTINDALE,2018,Break & Enter - Dwelling,24,,,,,,
MARTINDALE,2018,Break & Enter - Other Premises,19,,,,,,
MARTINDALE,2018,Street Robbery,19,,,,,,
MARTINDALE,2018,Theft FROM Vehicle,127,,,,,,
MARTINDALE,2018,Theft OF Vehicle,72,,,,,,
MARTINDALE,2018,Violence  'Other' (Non-domestic),20,,,,,,
MARTINDALE,2019,Assault (Non-domestic),38,,,,,,
MARTINDALE,2019,Break & Enter - Commercial,8,,,,,,
MARTINDALE,2019,Break & Enter - Dwelling,28,,,,,,
MARTINDALE,2019,Break & Enter - Other Premises,41,,,,,,
MARTINDALE,2019,Commercial Robbery,1,,,,,,
MARTINDALE,2019,Street Robbery,18,,,,,,
MARTINDALE,2019,Theft FROM Vehicle,109,,,,,,
MARTINDALE,2019,Theft OF Vehicle,58,,,,,,
MARTINDALE,2019,Violence  'Other' (Non-domestic),26,,,,,,
MARTINDALE,2020,Assault (Non-domestic),27,,,,,,
MARTINDALE,2020,Break & Enter - Commercial,11,,,,,,
MARTINDALE,2020,Break & Enter - Dwelling,14,,,,,,
MARTINDALE,2020,Break & Enter - Other Premises,35,,,,,,
MARTINDALE,2020,Commercial Robbery,3,,,,,,
MARTINDALE,2020,Street Robbery,16,,,,,,
MARTINDALE,2020,Theft FROM Vehicle,133,,,,,,
MARTINDALE,2020,Theft OF Vehicle,55,,,,,,
MARTINDALE,2020,Violence  'Other' (Non-domestic),20,,,,,,
MARTINDALE,2021,Assault (Non-domestic),29,,,,,,
MARTINDALE,2021,Break & Enter - Commercial,4,,,,,,
MARTINDALE,2021,Break & Enter - Dwelling,14,,,,,,
MARTINDALE,2021,Break & Enter - Other Premises,12,,,,,,
MARTINDALE,2021,Commercial Robbery,1,,,,,,
MARTINDALE,2021,Street Robbery,10,,,,,,
MARTINDALE,2021,Theft FROM Vehicle,96,,,,,,
MARTINDALE,2021,Theft OF Vehicle,59,,,,,,
MARTINDALE,2021,Violence  'Other' (Non-domestic),22,,,,,,
MARTINDALE,2022,Assault (Non-domestic),54,,,,,,
MARTINDALE,2022,Break & Enter - Commercial,4,,,,,,
MARTINDALE,2022,Break & Enter - Dwelling,10,,,,,,
MARTINDALE,2022,Break & Enter - Other Premises,24,,,,,,
MARTINDALE,2022,Commercial Robbery,2,,,,,,
MARTINDALE,2022,Street Robbery,9,,,,,,
MARTINDALE,2022,Theft FROM Vehicle,83,,,,,,
MARTINDALE,2022,Theft OF Vehicle,57,,,,,,
MARTINDALE,2022,Violence  'Other' (Non-domestic),21,,,,,,
MARTINDALE,2023,Assault (Non-domestic),52,,,,,,
MARTINDALE,2023,Break & Enter - Commercial,5,,,,,,
MARTINDALE,2023,Break & Enter - Dwelling,15,,,,,,
MARTINDALE,2023,Break & Enter - Other Premises,30,,,,,,
MARTINDALE,2023,Commercial Robbery,1,,,,,,
MARTINDALE,2023,Street Robbery,11,,,,,,
MARTINDALE,2023,Theft FROM Vehicle,80,,,,,,
MARTINDALE,2023,Theft OF Vehicle,79,,,,,,
MARTINDALE,2023,Violence  'Other' (Non-domestic),17,,,,,,
MARTINDALE,2024,Assault (Non-domestic),44,,,,,,
MARTINDALE,2024,Break & Enter - Commercial,2,,,,,,
MARTINDALE,2024,Break & Enter - Dwelling,10,,,,,,
MARTINDALE,2024,Break & Enter - Other Premises,6,,,,,,
MARTINDALE,2024,Commercial Robbery,1,,,,,,
MARTINDALE,2024,Street Robbery,7,,,,,,
MARTINDALE,2024,Theft FROM Vehicle,38,,,,,,
MARTINDALE,2024,Theft OF Vehicle,44,,,,,,
MARTINDALE,2024,Violence  'Other' (Non-domestic),19,,,,,,
MAYFAIR,2018,Break & Enter - Dwelling,2,,,,,,
MAYFAIR,2018,Theft FROM Vehicle,5,,,,,,
MAYFAIR,2018,Theft OF Vehicle,1,,,,,,
MAYFAIR,2019,Break & Enter - Commercial,2,,,,,,
MAYFAIR,2019,Break & Enter - Dwelling,3,,,,,,
MAYFAIR,2019,Theft FROM Vehicle,10,,,,,,
MAYFAIR,2020,Break & Enter - Dwelling,2,,,,,,
MAYFAIR,2020,Break & Enter - Other Premises,2,,,,,,
MAYFAIR,2020,Theft FROM Vehicle,8,,,,,,
MAYFAIR,2021,Break & Enter - Commercial,2,,,,,,
MAYFAIR,2021,Break & Enter - Dwelling,2,,,,,,
MAYFAIR,2021,Theft FROM Vehicle,3,,,,,,
MAYFAIR,2021,Violence  'Other' (Non-domestic),1,,,,,,
MAYFAIR,2022,Assault (Non-domestic),1,,,,,,
MAYFAIR,2022,Break & Enter - Dwelling,2,,,,,,
MAYFAIR,2022,Theft FROM Vehicle,3,,,,,,
MAYFAIR,2022,Violence  'Other' (Non-domestic),1,,,,,,
MAYFAIR,2023,Break & Enter - Commercial,2,,,,,,
MAYFAIR,2023,Break & Enter - Dwelling,1,,,,,,
MAYFAIR,2023,Theft FROM Vehicle,1,,,,,,
MAYLAND,2018,Assault (Non-domestic),4,,,,,,
MAYLAND,2018,Break & Enter - Commercial,21,,,,,,
MAYLAND,2018,Break & Enter - Other Premises,1,,,,,,
MAYLAND,2018,Street Robbery,2,,,,,,
MAYLAND,2018,Theft FROM Vehicle,11,,,,,,
MAYLAND,2018,Theft OF Vehicle,5,,,,,,
MAYLAND,2019,Assault (Non-domestic),7,,,,,,
MAYLAND,2019,Break & Enter - Commercial,26,,,,,,
MAYLAND,2019,Break & Enter - Other Premises,2,,,,,,
MAYLAND,2019,Street Robbery,1,,,,,,
MAYLAND,2019,Theft FROM Vehicle,25,,,,,,
MAYLAND,2019,Theft OF Vehicle,8,,,,,,
MAYLAND,2019,Violence  'Other' (Non-domestic),2,,,,,,
MAYLAND,2020,Assault (Non-domestic),7,,,,,,
MAYLAND,2020,Break & Enter - Commercial,25,,,,,,
MAYLAND,2020,Street Robbery,1,,,,,,
MAYLAND,2020,Theft FROM Vehicle,11,,,,,,
MAYLAND,2020,Theft OF Vehicle,5,,,,,,
MAYLAND,2020,Violence  'Other' (Non-domestic),2,,,,,,
MAYLAND,2021,Assault (Non-domestic),5,,,,,,
MAYLAND,2021,Break & Enter - Commercial,28,,,,,,
MAYLAND,2021,Break & Enter - Dwelling,1,,,,,,
MAYLAND,2021,Break & Enter - Other Premises,1,,,,,,
MAYLAND,2021,Theft FROM Vehicle,10,,,,,,
MAYLAND,2021,Theft OF Vehicle,5,,,,,,
MAYLAND,2021,Violence  'Other' (Non-domestic),3,,,,,,
MAYLAND,2022,Assault (Non-domestic),4,,,,,,
MAYLAND,2022,Break & Enter - Commercial,34,,,,,,
MAYLAND,2022,Break & Enter - Other Premises,5,,,,,,
MAYLAND,2022,Street Robbery,3,,,,,,
MAYLAND,2022,Theft FROM Vehicle,27,,,,,,
MAYLAND,2022,Theft OF Vehicle,15,,,,,,
MAYLAND,2022,Violence  'Other' (Non-domestic),1,,,,,,
MAYLAND,2023,Assault (Non-domestic),10,,,,,,
MAYLAND,2023,Break & Enter - Commercial,21,,,,,,
MAYLAND,2023,Break & Enter - Other Premises,1,,,,,,
MAYLAND,2023,Street Robbery,2,,,,,,
MAYLAND,2023,Theft FROM Vehicle,24,,,,,,
MAYLAND,2023,Theft OF Vehicle,5,,,,,,
MAYLAND,2024,Assault (Non-domestic),9,,,,,,
MAYLAND,2024,Break & Enter - Commercial,30,,,,,,
MAYLAND,2024,Street Robbery,1,,,,,,
MAYLAND,2024,Theft FROM Vehicle,11,,,,,,
MAYLAND,2024,Theft OF Vehicle,5,,,,,,
MAYLAND,2024,Violence  'Other' (Non-domestic),2,,,,,,
MAYLAND HEIGHTS,2018,Assault (Non-domestic),20,,,,,,
MAYLAND HEIGHTS,2018,Break & Enter - Commercial,16,,,,,,
MAYLAND HEIGHTS,2018,Break & Enter - Dwelling,6,,,,,,
MAYLAND HEIGHTS,2018,Break & Enter - Other Premises,22,,,,,,
MAYLAND HEIGHTS,2018,Commercial Robbery,4,,,,,,
MAYLAND HEIGHTS,2018,Street Robbery,1,,,,,,
MAYLAND HEIGHTS,2018,Theft FROM Vehicle,113,,,,,,
MAYLAND HEIGHTS,2018,Theft OF Vehicle,48,,,,,,
MAYLAND HEIGHTS,2018,Violence  'Other' (Non-domestic),7,,,,,,
MAYLAND HEIGHTS,2019,Assault (Non-domestic),20,,,,,,
MAYLAND HEIGHTS,2019,Break & Enter - Commercial,11,,,,,,
MAYLAND HEIGHTS,2019,Break & Enter - Dwelling,16,,,,,,
MAYLAND HEIGHTS,2019,Break & Enter - Other Premises,19,,,,,,
MAYLAND HEIGHTS,2019,Commercial Robbery,5,,,,,,
MAYLAND HEIGHTS,2019,Street Robbery,3,,,,,,
MAYLAND HEIGHTS,2019,Theft FROM Vehicle,99,,,,,,
MAYLAND HEIGHTS,2019,Theft OF Vehicle,48,,,,,,
MAYLAND HEIGHTS,2019,Violence  'Other' (Non-domestic),4,,,,,,
MAYLAND HEIGHTS,2020,Assault (Non-domestic),13,,,,,,
MAYLAND HEIGHTS,2020,Break & Enter - Commercial,10,,,,,,
MAYLAND HEIGHTS,2020,Break & Enter - Dwelling,11,,,,,,
MAYLAND HEIGHTS,2020,Break & Enter - Other Premises,28,,,,,,
MAYLAND HEIGHTS,2020,Commercial Robbery,1,,,,,,
MAYLAND HEIGHTS,2020,Street Robbery,1,,,,,,
MAYLAND HEIGHTS,2020,Theft FROM Vehicle,135,,,,,,
MAYLAND HEIGHTS,2020,Theft OF Vehicle,43,,,,,,
MAYLAND HEIGHTS,2020,Violence  'Other' (Non-domestic),5,,,,,,
MAYLAND HEIGHTS,2021,Assault (Non-domestic),19,,,,,,
MAYLAND HEIGHTS,2021,Break & Enter - Commercial,8,,,,,,
MAYLAND HEIGHTS,2021,Break & Enter - Dwelling,5,,,,,,
MAYLAND HEIGHTS,2021,Break & Enter - Other Premises,15,,,,,,
MAYLAND HEIGHTS,2021,Commercial Robbery,1,,,,,,
MAYLAND HEIGHTS,2021,Street Robbery,1,,,,,,
MAYLAND HEIGHTS,2021,Theft FROM Vehicle,79,,,,,,
MAYLAND HEIGHTS,2021,Theft OF Vehicle,28,,,,,,
MAYLAND HEIGHTS,2021,Violence  'Other' (Non-domestic),8,,,,,,
MAYLAND HEIGHTS,2022,Assault (Non-domestic),10,,,,,,
MAYLAND HEIGHTS,2022,Break & Enter - Commercial,18,,,,,,
MAYLAND HEIGHTS,2022,Break & Enter - Dwelling,9,,,,,,
MAYLAND HEIGHTS,2022,Break & Enter - Other Premises,14,,,,,,
MAYLAND HEIGHTS,2022,Commercial Robbery,4,,,,,,
MAYLAND HEIGHTS,2022,Street Robbery,3,,,,,,
MAYLAND HEIGHTS,2022,Theft FROM Vehicle,82,,,,,,
MAYLAND HEIGHTS,2022,Theft OF Vehicle,62,,,,,,
MAYLAND HEIGHTS,2022,Violence  'Other' (Non-domestic),18,,,,,,
MAYLAND HEIGHTS,2023,Assault (Non-domestic),16,,,,,,
MAYLAND HEIGHTS,2023,Break & Enter - Commercial,4,,,,,,
MAYLAND HEIGHTS,2023,Break & Enter - Dwelling,8,,,,,,
MAYLAND HEIGHTS,2023,Break & Enter - Other Premises,13,,,,,,
MAYLAND HEIGHTS,2023,Street Robbery,1,,,,,,
MAYLAND HEIGHTS,2023,Theft FROM Vehicle,60,,,,,,
MAYLAND HEIGHTS,2023,Theft OF Vehicle,26,,,,,,
MAYLAND HEIGHTS,2023,Violence  'Other' (Non-domestic),13,,,,,,
MAYLAND HEIGHTS,2024,Assault (Non-domestic),17,,,,,,
MAYLAND HEIGHTS,2024,Break & Enter - Commercial,5,,,,,,
MAYLAND HEIGHTS,2024,Break & Enter - Dwelling,6,,,,,,
MAYLAND HEIGHTS,2024,Break & Enter - Other Premises,11,,,,,,
MAYLAND HEIGHTS,2024,Commercial Robbery,2,,,,,,
MAYLAND HEIGHTS,2024,Theft FROM Vehicle,44,,,,,,
MAYLAND HEIGHTS,2024,Theft OF Vehicle,23,,,,,,
MAYLAND HEIGHTS,2024,Violence  'Other' (Non-domestic),7,,,,,,
MCCALL,2018,Assault (Non-domestic),2,,,,,,
MCCALL,2018,Break & Enter - Commercial,29,,,,,,
MCCALL,2018,Theft FROM Vehicle,33,,,,,,
MCCALL,2018,Theft OF Vehicle,14,,,,,,
MCCALL,2018,Violence  'Other' (Non-domestic),1,,,,,,
MCCALL,2019,Assault (Non-domestic),2,,,,,,
MCCALL,2019,Break & Enter - Commercial,51,,,,,,
MCCALL,2019,Break & Enter - Other Premises,6,,,,,,
MCCALL,2019,Theft FROM Vehicle,32,,,,,,
MCCALL,2019,Theft OF Vehicle,29,,,,,,
